GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Entando K8S Database Job,org.entando.k8s.db.job,CreateSchemaCommand,32,122,1,5,7,38,3,11,2,9
Entando K8S Database Job,org.entando.k8s.db.job,PropertiesBasedDatabaseAdminConfig,0,86,0,2,0,18,0,14,0,13
Entando K8S Database Job,org.entando.k8s.db.job,DatabaseDialect.new DatabaseDialect() {...},0,208,0,0,0,37,0,9,0,9
Entando K8S Database Job,org.entando.k8s.db.job,DatabaseDialect,6,60,0,2,2,11,0,5,0,4
Entando K8S Database Job,org.entando.k8s.db.job,DatabaseDialect.new DatabaseDialect() {...},0,215,0,2,0,27,0,11,0,10
Entando K8S Database Job,org.entando.k8s.db.job,DatabaseDialect.new DatabaseDialect() {...},0,201,1,3,0,32,1,10,0,9
