GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Entando Plugin: Redis Connector,org.entando.entando.plugins.jpredis.aps.system.redis,LettuceCache,79,0,6,0,14,0,9,0,6,0
Entando Plugin: Redis Connector,org.entando.entando.plugins.jpredis.aps.system.redis,SerializedObjectCodec,59,0,0,0,16,0,5,0,5,0
Entando Plugin: Redis Connector,org.entando.entando.plugins.jpredis.aps.system.redis,CacheConfig.new RedisClient() {...},8,0,0,0,1,0,1,0,1,0
Entando Plugin: Redis Connector,org.entando.entando.plugins.jpredis.aps.system.redis,LettuceCacheManager,208,0,10,0,43,0,19,0,14,0
Entando Plugin: Redis Connector,org.entando.entando.plugins.jpredis.aps.system.redis,DefaultLettuceCacheWriter,358,0,32,0,79,0,41,0,25,0
Entando Plugin: Redis Connector,org.entando.entando.plugins.jpredis.aps.system.redis,CacheConfig,114,20,4,0,29,4,5,2,3,2
Entando Plugin: Redis Connector,org.entando.entando.plugins.jpredis.aps.system.redis,LettuceCacheManager.RedisCacheManagerBuilder,125,0,0,0,31,0,12,0,12,0
