GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Entando Plugin: Redis Connector,org.entando.entando.plugins.jpredis.aps.system.redis,LettuceCache,42,37,6,0,7,7,5,4,2,4
Entando Plugin: Redis Connector,org.entando.entando.plugins.jpredis.aps.system.redis,SerializedObjectCodec,22,37,0,0,8,8,1,4,1,4
Entando Plugin: Redis Connector,org.entando.entando.plugins.jpredis.aps.system.redis,CacheConfig.new RedisClient() {...},0,8,0,0,0,1,0,1,0,1
Entando Plugin: Redis Connector,org.entando.entando.plugins.jpredis.aps.system.redis,LettuceCacheManager,103,105,6,4,19,24,11,8,7,7
Entando Plugin: Redis Connector,org.entando.entando.plugins.jpredis.aps.system.redis,DefaultLettuceCacheWriter,196,162,20,12,38,41,26,15,13,12
Entando Plugin: Redis Connector,org.entando.entando.plugins.jpredis.aps.system.redis,CacheConfig,9,125,2,2,2,31,2,5,0,5
Entando Plugin: Redis Connector,org.entando.entando.plugins.jpredis.aps.system.redis,LettuceCacheManager.RedisCacheManagerBuilder,35,90,0,0,8,23,4,8,4,8
