GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Entando K8S Controller for shared Database Services,org.entando.kubernetes.controller.databaseservice,EntandoDatabaseServiceController,9,75,0,2,4,15,2,4,2,3
Entando K8S Controller for shared Database Services,org.entando.kubernetes.controller.databaseservice,EntandoDatabaseServiceController.new DatabaseDeployable() {...},0,42,0,2,0,6,0,5,0,4
